school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,TENNIS,na
ROSYTH SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
ROSYTH SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
ROSYTH SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,BRASS BAND
ROSYTH SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
ROSYTH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,na
ROSYTH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ROSYTH SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ADVANCED MATHEMATICS ENRICHMENT CLUB,na
DAMAI PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
DAMAI PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
DAMAI PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
DAMAI PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
DAMAI PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
DAMAI PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
DAMAI PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
DAMAI PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,Art/Ceramic Club
DAMAI PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,na
FUHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
FUHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
FUHUA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
FUHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
FUHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
FUHUA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
FUHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
FUHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,BRASS BAND
FUHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG ENSEMBLE
FUHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,FUSION DANCE
FUHUA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
EUNOS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
EUNOS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
EUNOS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAK TAKRAW,na
EUNOS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER
EUNOS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
EUNOS PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
EUNOS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
EUNOS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
EUNOS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
EUNOS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
EUNOS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
EUNOS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
EUNOS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,NEW MEDIA CLUB
BENDEMEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAK TAKRAW,na
BENDEMEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
BENDEMEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
BENDEMEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
CORPORATION PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
CORPORATION PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
CORPORATION PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
CORPORATION PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
CORPORATION PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,SINGAPORE RED CROSS YOUTH
CORPORATION PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
CORPORATION PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
CORPORATION PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,SAMBA PERCUSSION
CORPORATION PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,HIP HOP DANCE
CORPORATION PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE CULTURAL DANCE
CORPORATION PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY CULTURAL DANCE
CORPORATION PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,YOUNG ARTIST CLUB
CORPORATION PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,XIANGQI CLUB
CORPORATION PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENGLISH SOCIETY,DRAMA CLUB
CORPORATION PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,ENVIRONMENTAL / GREEN CLUB
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,SOCCER BOYS
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL GIRLS & BOYS
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,ENSEMBLE - ANGKLUNG
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HANDBELL/HANDCHIME,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,DANCE - MALAY/INTERNATIONAL
YIO CHU KANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MEDIA CLUB,INFOCOMM CLUB
ANG MO KIO PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,Dance Ensemble
ANG MO KIO PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
ANG MO KIO PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TENNIS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
TEMASEK PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
TEMASEK PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
TEMASEK PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
TEMASEK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
TEMASEK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
TEMASEK PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
TEMASEK PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAK TAKRAW,na
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
SI LING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
SI LING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,na
SI LING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
SI LING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,COMPUTER CLUB,ICT CLUB
SI LING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,ECO FRIENDS
SI LING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHEERLEADING CLUB,na
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK & FIELD,na
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
STAMFORD PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
STAMFORD PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,CUB SCOUTS
STAMFORD PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
STAMFORD PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
STAMFORD PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,na
FERNVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
FERNVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
FERNVALE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
FERNVALE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HOCKEY,FLOORBALL
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,ANGKLUNG & KULINTANG
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,MEDIA CLUB
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HOME ECONOMICS,LITTLE CHEFS CLUB
TOWNSVILLE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ARTS AND INNOVATION CLUB,ART CLUB
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,HANDBALL
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SOFTBALL,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
RULANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
RULANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
RULANG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
RULANG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
QIFA PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
QIFA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
QIFA PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,24 Chinese Drumming Troupe
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
QIFA PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
QIFA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LDDS - ENGLISH,ELDDS
QIFA PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL BOYS
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
ZHANGDE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
ZHANGDE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
ZHANGDE PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
ZHANGDE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HORTICULTURE CLUB,ENVIRONMENT CLUB
ZHANGDE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
ZHANGDE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,HOME ECONOMICS,COOKING CLUB
JIEMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
JIEMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
JIEMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
JIEMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na
JIEMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,na
JIEMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
JIEMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,na
JIEMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,na
JIEMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
JIEMIN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,CONCERT BAND
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,DANCE ENSEMBLE
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHESS CLUB,CHESS CLUB - WEIQI
RIVER VALLEY PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,IT CLUB,ICT CLUB
YUMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
YUMIN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
YUMIN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,RED CROSS
YUMIN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
YUMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
YUMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,na
YUMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
YUMIN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
YUMIN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,INFOCOMM CLUB
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SAILING,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,GOLF,na
SHUQUN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SILAT,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
SHUQUN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BROWNIES,na
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING - ENSEMBLE (violin)
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BAND - BRASS,na
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,CONTEMPORARY DANCE
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - INDIAN,INDIAN DANCE
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
SHUQUN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,na
SHUQUN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,GREEN CLUB,na
SHUQUN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,LIBRARY,na
SHUQUN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PUBLICATION AND MEDIA CLUB,MEDIA PRODUCTION HOUSE
GONGSHANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
GONGSHANG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
